time,f0,confidence,loudness
82.21,589.3573544604977,0.04121104,-12.367101137044807
82.22,591.095306070951,0.13828292,-12.334411903146417
82.23,589.5016802344211,0.09579942,-11.951017997405732
82.24,588.7985700643213,0.2806781,-11.6740748778522
82.25,591.1731889814039,0.82188225,-11.619969290279615
82.26,593.7278021121771,0.8679383,-11.550287717409104
82.27,595.0520424492859,0.903262,-11.487681813108338
82.28,594.7847370089004,0.9203197,-11.450538722871862
82.29,594.9225491385605,0.9147512,-11.47275611549165
82.3,594.6164701330366,0.9193329,-11.52778946532985
82.31,593.0156321359623,0.9245189,-11.52892506147216
82.32,592.1793158452683,0.94755715,-11.600177299521173
82.33,590.9792040157323,0.96292853,-11.643286725510764
82.34,590.48581921385,0.9735131,-11.66761642391638
82.35,589.829646075298,0.97243273,-11.693440192313105
82.36,589.8648331551447,0.9719734,-11.764281394783891
82.37,588.5850871828327,0.9696083,-11.814982209219291
82.38,587.6777362748649,0.96788824,-11.829315409968393
82.39,587.6088747700461,0.97175723,-11.899570408953707
82.4,587.505409562092,0.95896935,-11.977413914097372
82.41,586.6791479957325,0.93740416,-11.98507411120781
82.42,585.7519039179194,0.92798924,-12.023462769704475
82.43,585.7655556341887,0.9192723,-12.047580610073048
82.44,586.375281996311,0.89591086,-12.12130160582051
82.45,587.6811095872015,0.85955906,-12.226383468175353
82.46,589.2596882569311,0.83568066,-12.252846971520418
82.47,593.3858577786622,0.3083908,-12.289242217325436
82.48,599.0803636552627,0.14831981,-12.307443502893388
82.49,634.0356015032121,0.13957211,-12.35863058581861
82.5,650.9530078734299,0.12591681,-12.363668778352475
82.51,659.9527948725354,0.13931167,-12.379407692016478
82.52,658.1286016633175,0.093601406,-12.37193253550682
82.53,634.4381388381738,0.08236635,-12.353400512723878
82.54,646.6678226993935,0.11533609,-12.342194356532213
82.55,635.8825137424931,0.07338449,-12.3922291163728
82.56,635.3167446820358,0.0338102,-12.392914674204878
82.57,633.8819905466037,0.054180175,-12.4233637998626
82.58,648.4154420143195,0.031335443,-12.458419313520773
82.59,660.6902402287897,0.10149798,-12.469611410486843
82.6,647.9087349368889,0.0654141,-12.480916378035632
82.61,632.8356037542802,0.058089882,-12.435217575782536
82.62,634.126999532941,0.08718327,-12.274281885597619
82.63,645.6759810685658,0.07013738,-12.122637414902302
82.64,657.8958721503466,0.051055253,-12.212141800511027
82.65,647.6006594150867,0.044214606,-12.374277670008235
82.66,617.6899075158123,0.043848276,-12.302823674478036
82.67,603.844254150699,0.053569406,-12.137856872927706
82.68,576.7689130223149,0.06795707,-12.170301868831093
82.69,561.4102992460327,0.12579417,-12.189513883041027
82.7,546.4282585835871,0.09768042,-12.085937047094687
82.71,522.6354563083457,0.08836964,-12.113438544712269
82.72,516.0434622501125,0.35832798,-12.256338831596112
82.73,523.1425373379695,0.70153904,-12.071551164216965
82.74,527.1880230214331,0.8616338,-11.869230031998999
82.75,528.2388141303541,0.8574103,-11.85758379607942
82.76,527.6381986458092,0.90147996,-11.863137007394796
82.77,526.5853613326551,0.9416423,-11.83724268876474
82.78,525.8175513002537,0.9541086,-11.886958066453149
82.79,525.4530672146797,0.95841336,-11.878303938423569
82.8,526.0695673443664,0.9564657,-11.89269639032374
82.81,526.0312975030085,0.95551157,-11.915262990233229
82.82,525.3408303989602,0.9546724,-11.918795049254614
82.83,524.5683512237529,0.9511247,-11.978389688747539
82.84,524.1983036800725,0.9424962,-12.003342723852832
82.85,523.8364367708084,0.9422314,-12.072756839964303
82.86,524.3177415701849,0.94522655,-12.129587537503678
82.87,525.1047138320305,0.93597376,-12.179446940286711
82.88,526.5443304601685,0.90071106,-12.299703410336011
82.89,528.9267575751114,0.8294586,-12.377454289084382
82.9,527.9872689926719,0.84407747,-12.390995944112394
82.91,526.938195184399,0.87711895,-12.404907631731469
82.92,526.0590252379366,0.7751698,-12.374994551513106
82.93,529.9024386166011,0.6066459,-12.388906476558562
82.94,527.8047821011335,0.4730534,-12.412084444880339
82.95,527.5343324875778,0.15864259,-12.253717688942682
82.96,530.3600626731211,0.18633789,-11.964250734247667
82.97,538.4736419559208,0.3143349,-11.71124320269634
82.98,537.0328619811503,0.54525864,-11.655713269160868
82.99,533.4617504016934,0.75338656,-11.754660672911637
83.0,531.7956662620697,0.8624582,-11.698650622081683
83.01,530.2180237704832,0.9090922,-11.658420615616949
83.02,527.9787269230413,0.9281995,-11.700072068058716
83.03,527.1165426223656,0.9470389,-11.762538987033832
